@relation 'mushroom-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Remove-R2-3,6,10-11,16-18'

@attribute cap-shape {b,c,f,k,s,x}
@attribute bruises? {f,t}
@attribute odor {a,c,f,l,m,n,p,s,y}
@attribute gill-spacing {c,d,w}
@attribute gill-size {b,n}
@attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@attribute stalk-surface-above-ring {f,k,s,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute stalk-color-above-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute ring-type {c,e,f,l,n,p,s,z}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute population {a,c,n,s,v,y}
@attribute habitat {d,g,l,m,p,u,w}
@attribute class {e,p}

@data
x,t,n,c,b,n,s,s,p,w,p,n,v,d,e
f,t,n,c,b,p,s,s,w,w,p,k,y,d,e
f,t,n,c,b,w,s,s,p,p,p,n,v,d,e
x,f,f,c,b,g,k,k,b,n,l,h,v,p,p
x,t,n,c,b,n,s,s,w,w,p,k,y,d,e
x,t,n,c,b,w,s,s,g,g,p,n,y,d,e
x,t,n,c,b,n,s,s,w,g,p,n,y,d,e
x,t,n,c,b,n,s,s,p,p,p,n,y,d,e
x,t,n,c,b,w,s,s,g,w,p,k,v,d,e
f,t,n,c,b,u,s,s,w,w,p,k,y,d,e
f,t,n,c,b,n,s,s,g,g,p,k,y,d,e
x,t,n,c,b,n,s,s,p,g,p,k,v,d,e
x,t,n,c,b,w,s,s,p,w,p,k,y,d,e
f,t,n,c,b,n,s,s,g,w,p,n,v,d,e
x,f,f,c,b,g,k,k,p,n,l,h,v,p,p
x,t,n,c,b,p,s,s,p,w,p,n,v,d,e
f,t,n,c,b,n,s,s,g,g,p,n,v,d,e
x,t,n,c,b,n,s,s,w,p,p,k,y,d,e
x,t,n,c,b,n,s,s,w,g,p,n,v,d,e
x,t,n,c,b,p,s,s,p,p,p,k,y,d,e
f,t,n,c,b,w,s,s,p,w,p,n,v,d,e
f,t,n,c,b,u,s,s,w,g,p,n,y,d,e
x,t,n,c,b,n,s,s,g,g,p,n,y,d,e
f,t,n,c,b,p,s,s,p,g,p,k,v,d,e
x,t,n,c,b,w,s,s,w,p,p,k,y,d,e
x,t,n,c,b,p,s,s,w,w,p,n,y,d,e
x,t,n,c,b,u,s,s,g,w,p,n,y,d,e
x,t,n,c,b,w,s,s,w,w,p,n,y,d,e
x,t,n,c,b,p,s,s,g,g,p,k,y,d,e
f,t,n,c,b,u,s,s,g,g,p,n,v,d,e
x,t,n,c,b,n,s,s,p,p,p,n,v,d,e
x,t,n,c,b,n,s,s,w,g,p,n,y,d,e
f,t,n,c,b,u,s,s,p,g,p,k,y,d,e
x,t,n,c,b,p,s,s,g,g,p,n,v,d,e
x,t,n,c,b,w,s,s,w,g,p,n,v,d,e
x,t,n,c,b,p,s,s,w,w,p,n,v,d,e
x,f,c,c,n,g,s,s,w,w,p,n,v,d,p
f,t,n,c,b,n,s,s,p,p,p,n,v,d,e
x,t,n,c,b,w,s,s,g,g,p,n,y,d,e
f,f,n,w,b,p,s,f,w,w,e,k,a,g,e
f,t,n,c,b,w,s,s,g,w,p,n,v,d,e
x,t,n,c,b,n,s,s,p,w,p,n,y,d,e
f,t,n,c,b,w,s,s,g,g,p,n,v,d,e
x,t,n,c,b,w,s,s,w,w,p,n,v,d,e
f,t,n,c,b,p,s,s,p,g,p,n,v,d,e
x,t,n,c,b,n,s,s,p,g,p,n,y,d,e
x,t,n,c,b,n,s,s,p,g,p,n,v,d,e
f,t,n,c,b,n,s,s,p,g,p,n,v,d,e
x,t,n,c,b,p,s,s,g,g,p,k,v,d,e
f,t,n,c,b,u,s,s,g,g,p,k,y,d,e
x,t,n,c,b,p,s,s,p,w,p,n,v,d,e
x,t,n,c,b,w,s,s,w,w,p,k,v,d,e
f,t,n,c,b,u,s,s,g,g,p,k,v,d,e
x,t,n,c,b,w,s,s,p,p,p,n,y,d,e
x,t,n,c,b,u,s,s,g,w,p,n,y,d,e
f,t,n,c,b,p,s,s,g,p,p,k,y,d,e
f,f,n,w,b,h,s,f,w,w,e,k,s,g,e
x,t,n,c,b,p,s,s,w,g,p,n,v,d,e
x,t,n,c,b,u,s,s,g,g,p,k,y,d,e
f,t,n,c,b,n,s,s,p,g,p,n,y,d,e
x,t,n,c,b,w,s,s,g,g,p,k,v,d,e
x,t,n,c,b,u,s,s,g,g,p,n,y,d,e
f,t,n,c,b,w,s,s,p,w,p,k,y,d,e
x,t,n,c,b,p,s,s,p,g,p,k,v,d,e
f,t,n,c,b,w,s,s,w,w,p,k,v,d,e
x,t,n,c,b,u,s,s,w,w,p,k,y,d,e
x,t,n,c,b,p,s,s,g,g,p,k,v,d,e
x,t,n,c,b,w,s,s,p,w,p,k,v,d,e
x,t,n,c,b,w,s,s,p,w,p,n,y,d,e
x,t,n,c,b,p,s,s,g,w,p,n,v,d,e
x,t,n,c,b,p,s,s,g,g,p,n,v,d,e
f,t,n,c,b,p,s,s,g,p,p,n,y,d,e
x,t,n,c,b,n,s,s,g,p,p,k,v,d,e
x,t,n,c,b,p,s,s,p,w,p,k,v,d,e
x,t,n,c,b,u,s,s,p,g,p,k,y,d,e
x,t,n,c,b,n,s,s,w,g,p,n,v,d,e
x,t,n,c,b,n,s,s,g,g,p,k,y,d,e
x,t,n,c,b,w,s,s,g,g,p,n,y,d,e
x,t,n,c,b,u,s,s,g,p,p,n,y,d,e
x,t,n,c,b,w,s,s,p,p,p,n,v,d,e
f,t,n,c,b,n,s,s,p,w,p,n,y,d,e
x,t,n,c,b,p,s,s,p,g,p,n,v,d,e
f,t,n,c,b,w,s,s,w,p,p,n,y,d,e
f,t,n,c,b,w,s,s,g,g,p,k,v,d,e
f,t,n,c,b,u,s,s,p,p,p,k,v,d,e
x,t,n,c,b,n,s,s,w,p,p,k,v,d,e
x,t,n,c,b,u,s,s,p,p,p,n,v,d,e
x,t,n,c,b,u,s,s,p,w,p,n,y,d,e
f,t,n,c,b,n,s,s,p,p,p,k,y,d,e
f,t,n,c,b,p,s,s,p,p,p,n,v,d,e
x,t,n,c,b,n,s,s,g,p,p,n,y,d,e
f,t,n,c,b,u,s,s,p,g,p,k,v,d,e
x,f,c,c,n,p,s,s,w,w,p,n,v,d,p
x,t,n,c,b,p,s,s,w,w,p,k,y,d,e
x,t,n,c,b,w,s,s,w,w,p,n,v,d,e
x,t,n,c,b,w,s,s,g,p,p,n,y,d,e
f,t,n,c,b,n,s,s,g,p,p,n,v,d,e
f,t,n,c,b,w,s,s,g,g,p,k,y,d,e
x,t,n,c,b,w,s,s,p,w,p,k,v,d,e
f,f,n,w,b,n,s,s,w,w,e,n,a,g,e
x,t,n,c,b,w,s,s,p,g,p,k,y,d,e
x,t,n,c,b,w,s,s,w,p,p,n,v,d,e
x,t,n,c,b,p,s,s,p,w,p,k,v,d,e
f,t,n,c,b,p,s,s,w,g,p,n,v,d,e
x,t,n,c,b,n,s,s,g,g,p,n,y,d,e
f,t,n,c,b,p,s,s,g,p,p,k,y,d,e
x,f,f,c,b,h,k,k,b,p,l,h,y,g,p
x,t,n,c,b,w,s,s,w,w,p,n,v,d,e
x,t,n,c,b,u,s,s,p,g,p,k,v,d,e
x,t,n,c,b,n,s,s,p,w,p,n,v,d,e
x,t,n,c,b,n,s,s,p,g,p,k,y,d,e
x,t,n,c,b,n,s,s,g,w,p,k,v,d,e
f,t,n,c,b,w,s,s,w,g,p,n,y,d,e
f,t,n,c,b,u,s,s,g,p,p,k,v,d,e
x,t,n,c,b,w,s,s,w,g,p,k,v,d,e
x,t,n,c,b,u,s,s,g,w,p,n,y,d,e
x,t,n,c,b,w,s,s,p,g,p,k,v,d,e
x,t,n,c,b,n,s,s,p,g,p,k,y,d,e
x,t,n,c,b,u,s,s,w,w,p,k,v,d,e
x,t,n,c,b,u,s,s,g,w,p,k,v,d,e
x,t,n,c,b,p,s,s,w,p,p,n,y,d,e
x,t,n,c,b,u,s,s,g,p,p,n,y,d,e
x,t,n,c,b,u,s,s,w,p,p,k,y,d,e
x,t,n,c,b,p,s,s,w,g,p,n,v,d,e
x,t,n,c,b,p,s,s,g,w,p,k,y,d,e
x,t,n,c,b,p,s,s,p,p,p,n,y,d,e
f,t,n,c,b,w,s,s,g,p,p,n,v,d,e
f,t,n,c,b,w,s,s,p,w,p,k,y,d,e
x,t,n,c,b,u,s,s,w,w,p,k,v,d,e
x,t,n,c,b,u,s,s,g,w,p,n,v,d,e
x,t,n,c,b,n,s,s,g,p,p,n,y,d,e
f,t,n,c,b,p,s,s,g,p,p,n,y,d,e
x,t,n,c,b,p,s,s,g,w,p,n,v,d,e
f,t,n,c,b,n,s,s,p,p,p,k,v,d,e
x,t,n,c,b,u,s,s,g,p,p,k,y,d,e
x,t,n,c,b,p,s,s,p,g,p,n,y,d,e
x,t,n,c,b,u,s,s,p,g,p,n,y,d,e
f,t,n,c,b,p,s,s,w,p,p,k,v,d,e
x,t,n,c,b,u,s,s,w,w,p,n,y,d,e
x,f,n,w,b,h,f,s,w,w,e,k,s,g,e
f,t,n,c,b,n,s,s,w,g,p,n,y,d,e
x,t,n,c,b,w,s,s,g,p,p,n,y,d,e
x,t,n,c,b,n,s,s,w,p,p,k,y,d,e
x,t,n,c,b,u,s,s,g,w,p,k,y,d,e
x,t,n,c,b,u,s,s,g,g,p,n,v,d,e
x,t,n,c,b,n,s,s,g,g,p,k,y,d,e
x,t,n,c,b,w,s,s,w,g,p,k,y,d,e
x,t,n,c,b,w,s,s,p,g,p,k,y,d,e
x,t,n,c,b,u,s,s,p,w,p,k,y,d,e
x,t,n,c,b,u,s,s,g,w,p,n,y,d,e
f,t,n,c,b,p,s,s,w,w,p,n,y,d,e
x,t,n,c,b,u,s,s,w,w,p,k,y,d,e
f,t,n,c,b,p,s,s,p,g,p,k,v,d,e
x,t,n,c,b,w,s,s,p,g,p,n,v,d,e
x,t,n,c,b,w,s,s,g,w,p,n,y,d,e
x,t,n,c,b,n,s,s,p,g,p,k,v,d,e
x,t,n,c,b,u,s,s,w,w,p,k,y,d,e
x,t,n,c,b,n,s,s,w,g,p,n,y,d,e
x,f,c,c,n,p,s,s,w,w,p,k,v,d,p
x,t,n,c,b,n,s,s,p,w,p,n,y,d,e
x,t,n,c,b,p,s,s,p,p,p,n,y,d,e
x,t,n,c,b,n,s,s,g,p,p,k,y,d,e
x,t,n,c,b,w,s,s,g,g,p,k,v,d,e
x,t,n,c,b,w,s,s,g,p,p,n,v,d,e
f,t,n,c,b,p,s,s,w,g,p,n,v,d,e
f,t,n,c,b,w,s,s,p,p,p,k,y,d,e
x,t,n,c,b,n,s,s,w,p,p,n,v,d,e
f,t,n,c,b,p,s,s,p,w,p,k,y,d,e
f,t,n,c,b,w,s,s,w,w,p,n,y,d,e
f,t,n,c,b,u,s,s,w,w,p,k,y,d,e
x,t,n,c,b,u,s,s,p,w,p,k,y,d,e
x,t,n,c,b,w,s,s,w,g,p,k,y,d,e
x,t,n,c,b,u,s,s,w,g,p,n,v,d,e
f,t,n,c,b,u,s,s,g,p,p,n,v,d,e
x,t,n,c,b,n,s,s,w,p,p,n,v,d,e
x,f,f,c,b,g,k,k,b,p,l,h,v,d,p
f,t,n,c,b,w,s,s,p,w,p,n,v,d,e
x,t,n,c,b,w,s,s,g,g,p,k,y,d,e
x,t,n,c,b,u,s,s,w,g,p,n,y,d,e
x,f,f,c,b,g,k,k,b,p,l,h,y,d,p
f,t,n,c,b,u,s,s,w,w,p,n,v,d,e
x,t,n,c,b,n,s,s,g,p,p,n,v,d,e
x,t,n,c,b,u,s,s,g,g,p,k,v,d,e
x,t,n,c,b,p,s,s,p,g,p,k,v,d,e
x,t,n,c,b,p,s,s,g,p,p,n,y,d,e
x,t,n,c,b,p,s,s,w,p,p,n,v,d,e
f,t,n,c,b,n,s,s,w,p,p,k,v,d,e
x,t,n,c,b,n,s,s,g,p,p,n,v,d,e
x,t,n,c,b,w,s,s,w,p,p,k,v,d,e
f,t,n,c,b,u,s,s,g,p,p,k,y,d,e
x,t,n,c,b,p,s,s,g,p,p,n,v,d,e
x,t,n,c,b,u,s,s,g,w,p,k,y,d,e
f,t,n,c,b,p,s,s,p,w,p,k,y,d,e
f,t,n,c,b,p,s,s,g,g,p,k,v,d,e
f,t,n,c,b,n,s,s,g,w,p,k,y,d,e
x,t,n,c,b,w,s,s,p,w,p,n,y,d,e
x,t,n,c,b,w,s,s,g,g,p,n,y,d,e
f,f,n,w,b,p,f,f,w,w,e,k,s,g,e
x,t,n,c,b,p,s,s,g,w,p,k,y,d,e
f,t,n,c,b,p,s,s,g,w,p,n,y,d,e
x,t,n,c,b,w,s,s,g,p,p,k,y,d,e
x,t,n,c,b,u,s,s,w,w,p,n,v,d,e
f,t,n,c,b,w,s,s,w,g,p,k,y,d,e
x,t,n,c,b,w,s,s,p,g,p,n,v,d,e
x,t,n,c,b,n,s,s,g,w,p,n,v,d,e
x,t,n,c,b,w,s,s,w,g,p,k,v,d,e
x,f,c,w,n,g,s,s,w,w,p,n,s,d,p
x,t,n,c,b,p,s,s,p,p,p,n,y,d,e
x,t,n,c,b,n,s,s,w,p,p,k,v,d,e
x,t,n,c,b,w,s,s,p,w,p,n,y,d,e
f,f,n,w,b,h,s,s,w,w,e,n,s,g,e
x,t,n,c,b,n,s,s,g,w,p,n,y,d,e
f,t,n,c,b,n,s,s,w,p,p,n,v,d,e
x,t,n,c,b,w,s,s,p,g,p,n,y,d,e
f,t,n,c,b,w,s,s,w,p,p,k,y,d,e
x,t,n,c,b,n,s,s,p,p,p,k,y,d,e
x,t,n,c,b,n,s,s,g,g,p,k,v,d,e
x,t,n,c,b,n,s,s,g,g,p,n,v,d,e
x,t,n,c,b,n,s,s,w,w,p,n,v,d,e
f,t,n,c,b,n,s,s,w,w,p,k,v,d,e
f,t,n,c,b,w,s,s,p,g,p,n,v,d,e
x,t,n,c,b,p,s,s,w,w,p,n,v,d,e
x,t,n,c,b,p,s,s,g,w,p,n,y,d,e
x,t,n,c,b,n,s,s,g,p,p,n,v,d,e
x,t,n,c,b,w,s,s,g,p,p,n,v,d,e
x,t,n,c,b,w,s,s,g,w,p,k,y,d,e
f,f,n,w,b,n,f,f,w,w,e,k,s,g,e
x,t,n,c,b,w,s,s,w,g,p,n,y,d,e
x,t,n,c,b,n,s,s,g,g,p,n,y,d,e
x,t,n,c,b,u,s,s,p,p,p,k,v,d,e
x,t,n,c,b,p,s,s,g,p,p,n,y,d,e
x,t,n,c,b,n,s,s,p,g,p,n,y,d,e
f,t,n,c,b,u,s,s,p,w,p,k,v,d,e
x,t,n,c,b,u,s,s,w,w,p,k,y,d,e
f,t,n,c,b,p,s,s,p,g,p,n,v,d,e
x,t,n,c,b,u,s,s,p,p,p,k,v,d,e
f,t,n,c,b,n,s,s,w,g,p,k,v,d,e
x,t,n,c,b,p,s,s,g,p,p,n,y,d,e
x,t,n,c,b,p,s,s,w,p,p,n,y,d,e
x,t,n,c,b,w,s,s,w,p,p,k,v,d,e
x,t,n,c,b,u,s,s,p,p,p,k,y,d,e
x,t,n,c,b,u,s,s,w,w,p,n,v,d,e
f,t,n,c,b,n,s,s,p,p,p,k,y,d,e
x,t,n,c,b,n,s,s,w,w,p,k,v,d,e
x,t,n,c,b,w,s,s,p,p,p,n,y,d,e
f,t,n,c,b,w,s,s,w,p,p,n,v,d,e
f,t,n,c,b,n,s,s,p,p,p,n,y,d,e
x,t,n,c,b,u,s,s,g,p,p,k,y,d,e
x,t,n,c,b,u,s,s,p,g,p,k,y,d,e
x,t,n,c,b,u,s,s,g,g,p,k,v,d,e
x,f,c,w,n,u,s,s,w,w,p,k,v,d,p
x,t,n,c,b,p,s,s,g,g,p,n,y,d,e
x,t,n,c,b,p,s,s,w,p,p,n,v,d,e
f,f,n,w,b,p,f,f,w,w,e,n,s,g,e
x,t,n,c,b,p,s,s,p,g,p,k,y,d,e
x,t,n,c,b,u,s,s,p,p,p,k,y,d,e
x,t,n,c,b,u,s,s,p,w,p,k,y,d,e
f,t,n,c,b,n,s,s,p,w,p,n,y,d,e
x,t,n,c,b,w,s,s,g,p,p,n,v,d,e
x,t,n,c,b,w,s,s,g,p,p,k,y,d,e
x,t,n,c,b,w,s,s,g,p,p,n,y,d,e
x,t,n,c,b,u,s,s,p,p,p,n,v,d,e
f,t,n,c,b,n,s,s,g,p,p,n,v,d,e
f,t,n,c,b,w,s,s,g,g,p,n,y,d,e
x,t,n,c,b,w,s,s,g,g,p,n,v,d,e
x,t,n,c,b,u,s,s,w,w,p,n,y,d,e
x,t,n,c,b,p,s,s,p,w,p,k,v,d,e
f,t,n,c,b,p,s,s,g,w,p,k,y,d,e
x,t,n,c,b,u,s,s,p,w,p,n,y,d,e
x,f,c,w,n,u,s,s,w,w,p,k,s,d,p
f,t,n,c,b,w,s,s,p,p,p,k,v,d,e
x,t,n,c,b,w,s,s,g,g,p,k,v,d,e
x,t,n,c,b,u,s,s,g,w,p,k,y,d,e
x,t,n,c,b,n,s,s,g,g,p,k,v,d,e
x,t,n,c,b,n,s,s,g,g,p,k,y,d,e
x,t,n,c,b,n,s,s,g,p,p,n,y,d,e
x,t,n,c,b,u,s,s,p,p,p,n,y,d,e
x,t,n,c,b,p,s,s,p,g,p,n,y,d,e
x,t,n,c,b,u,s,s,g,w,p,k,v,d,e
x,t,n,c,b,p,s,s,w,w,p,k,v,d,e
x,t,n,c,b,w,s,s,p,g,p,n,v,d,e
x,t,n,c,b,u,s,s,p,w,p,n,y,d,e
x,t,n,c,b,p,s,s,p,w,p,k,y,d,e
x,t,n,c,b,p,s,s,w,p,p,n,y,d,e
x,t,n,c,b,w,s,s,w,p,p,n,y,d,e
f,t,n,c,b,n,s,s,g,w,p,k,y,d,e
f,t,n,c,b,w,s,s,w,p,p,n,y,d,e
f,t,n,c,b,p,s,s,g,g,p,n,y,d,e
x,t,n,c,b,p,s,s,g,w,p,n,y,d,e
x,t,n,c,b,p,s,s,g,w,p,n,v,d,e
x,f,n,w,b,k,s,f,w,w,e,k,s,g,e
x,t,n,c,b,w,s,s,w,p,p,k,v,d,e
x,t,n,c,b,n,s,s,w,w,p,n,y,d,e
f,t,n,c,b,u,s,s,p,p,p,k,v,d,e
x,t,n,c,b,n,s,s,w,p,p,k,y,d,e
f,t,n,c,b,n,s,s,p,g,p,k,v,d,e
x,f,c,c,n,n,s,s,w,w,p,k,v,d,p
f,t,n,c,b,w,s,s,p,p,p,k,v,d,e
x,t,n,c,b,w,s,s,w,g,p,k,v,d,e
x,f,n,w,b,k,s,s,w,w,e,k,a,g,e
x,t,n,c,b,u,s,s,w,g,p,k,y,d,e
x,f,c,w,n,u,s,s,w,w,p,n,v,d,p
x,t,n,c,b,p,s,s,g,p,p,k,v,d,e
f,t,n,c,b,p,s,s,p,p,p,k,v,d,e
f,t,n,c,b,u,s,s,w,g,p,k,v,d,e
x,t,n,c,b,p,s,s,p,p,p,k,v,d,e
f,t,n,c,b,u,s,s,g,g,p,k,v,d,e
x,t,n,c,b,n,s,s,w,w,p,n,y,d,e
f,t,n,c,b,n,s,s,g,p,p,k,v,d,e
x,t,n,c,b,w,s,s,g,w,p,n,y,d,e
f,t,n,c,b,p,s,s,g,p,p,n,y,d,e
x,t,n,c,b,n,s,s,p,w,p,n,v,d,e
x,f,f,c,b,h,k,k,n,p,l,h,y,p,p
x,t,n,c,b,n,s,s,w,w,p,n,y,d,e
x,t,n,c,b,w,s,s,w,w,p,k,v,d,e
x,t,n,c,b,n,s,s,p,g,p,k,y,d,e
x,t,n,c,b,p,s,s,p,p,p,k,y,d,e
x,t,n,c,b,p,s,s,w,w,p,k,y,d,e
x,t,n,c,b,p,s,s,w,p,p,n,y,d,e
f,t,n,c,b,n,s,s,g,w,p,n,y,d,e
x,t,n,c,b,n,s,s,g,g,p,n,y,d,e
x,t,n,c,b,p,s,s,g,w,p,n,v,d,e
x,t,n,c,b,u,s,s,p,p,p,k,v,d,e
x,t,n,c,b,w,s,s,p,g,p,k,y,d,e
x,t,n,c,b,u,s,s,g,g,p,n,v,d,e
x,t,n,c,b,n,s,s,w,p,p,n,y,d,e
f,t,n,c,b,p,s,s,p,p,p,k,y,d,e
x,t,n,c,b,w,s,s,w,w,p,k,y,d,e
f,t,n,c,b,u,s,s,w,g,p,n,v,d,e
x,t,n,c,b,w,s,s,g,g,p,k,y,d,e
x,t,n,c,b,u,s,s,g,p,p,n,v,d,e
f,t,n,c,b,u,s,s,p,w,p,k,y,d,e
x,t,n,c,b,u,s,s,g,p,p,k,y,d,e
x,t,n,c,b,n,s,s,p,w,p,k,y,d,e
x,t,n,c,b,w,s,s,w,w,p,n,y,d,e
x,f,f,c,b,g,k,k,b,n,l,h,y,p,p
x,t,n,c,b,p,s,s,w,g,p,k,v,d,e
x,t,n,c,b,n,s,s,g,p,p,n,y,d,e
x,t,n,c,b,p,s,s,w,w,p,n,v,d,e
x,t,n,c,b,w,s,s,g,w,p,n,v,d,e
f,t,n,c,b,n,s,s,w,w,p,k,y,d,e
x,t,n,c,b,p,s,s,g,g,p,k,y,d,e
x,t,n,c,b,p,s,s,p,w,p,k,v,d,e
x,t,n,c,b,w,s,s,g,g,p,k,v,d,e
f,t,n,c,b,w,s,s,w,w,p,k,v,d,e
f,t,n,c,b,n,s,s,g,w,p,n,v,d,e
x,f,f,c,b,h,k,k,p,b,l,h,v,p,p
x,t,n,c,b,u,s,s,p,w,p,n,y,d,e
x,t,n,c,b,u,s,s,g,g,p,k,y,d,e
x,t,n,c,b,n,s,s,g,g,p,n,v,d,e
x,t,n,c,b,u,s,s,p,g,p,n,v,d,e
f,t,n,c,b,p,s,s,w,p,p,n,y,d,e
x,t,n,c,b,w,s,s,w,g,p,n,v,d,e
x,t,n,c,b,u,s,s,w,g,p,k,v,d,e
x,t,n,c,b,p,s,s,w,w,p,n,y,d,e
f,t,n,c,b,p,s,s,w,g,p,k,y,d,e
x,t,n,c,b,w,s,s,p,p,p,k,v,d,e
x,t,n,c,b,n,s,s,p,g,p,n,v,d,e
x,t,n,c,b,u,s,s,w,w,p,n,v,d,e
x,t,n,c,b,p,s,s,p,p,p,k,y,d,e
x,t,n,c,b,p,s,s,p,g,p,n,v,d,e
x,t,n,c,b,u,s,s,p,w,p,k,y,d,e
f,t,n,c,b,n,s,s,g,p,p,n,y,d,e
x,t,n,c,b,p,s,s,w,g,p,n,y,d,e
f,t,n,c,b,n,s,s,w,p,p,n,v,d,e
x,t,n,c,b,n,s,s,p,g,p,k,y,d,e
x,t,n,c,b,n,s,s,g,w,p,k,y,d,e
x,t,n,c,b,w,s,s,w,p,p,n,y,d,e
x,t,n,c,b,w,s,s,p,g,p,k,v,d,e
x,t,n,c,b,u,s,s,g,w,p,k,v,d,e
x,t,n,c,b,n,s,s,g,w,p,n,y,d,e
x,t,n,c,b,w,s,s,w,w,p,n,y,d,e
f,t,n,c,b,u,s,s,p,g,p,n,y,d,e
x,t,n,c,b,u,s,s,p,w,p,k,y,d,e
x,t,n,c,b,u,s,s,w,g,p,n,v,d,e
f,f,n,w,b,n,f,s,w,w,e,n,s,g,e
x,t,n,c,b,w,s,s,w,g,p,k,v,d,e
x,t,n,c,b,p,s,s,g,g,p,n,y,d,e
f,t,n,c,b,u,s,s,g,p,p,n,y,d,e
f,t,n,c,b,n,s,s,g,g,p,k,y,d,e
x,t,n,c,b,u,s,s,p,p,p,k,v,d,e
x,t,n,c,b,w,s,s,w,p,p,k,v,d,e
x,t,n,c,b,u,s,s,w,p,p,n,y,d,e
f,t,n,c,b,w,s,s,p,w,p,n,y,d,e
x,t,n,c,b,u,s,s,p,p,p,k,y,d,e
x,t,n,c,b,u,s,s,p,p,p,k,v,d,e
x,t,n,c,b,w,s,s,g,p,p,n,y,d,e
x,t,n,c,b,p,s,s,w,g,p,k,y,d,e
x,t,n,c,b,u,s,s,w,g,p,n,v,d,e
x,t,n,c,b,u,s,s,w,p,p,n,v,d,e
x,t,n,c,b,p,s,s,p,w,p,n,v,d,e
x,t,n,c,b,u,s,s,g,w,p,n,v,d,e
x,t,n,c,b,w,s,s,w,w,p,n,v,d,e
x,t,n,c,b,u,s,s,w,g,p,k,y,d,e
f,t,n,c,b,w,s,s,g,p,p,k,y,d,e
x,t,n,c,b,w,s,s,g,p,p,k,y,d,e
x,t,n,c,b,w,s,s,g,p,p,k,v,d,e
x,t,n,c,b,w,s,s,w,w,p,n,y,d,e
f,t,n,c,b,p,s,s,w,w,p,k,v,d,e
x,f,f,c,b,h,k,k,b,n,l,h,v,d,p
x,t,n,c,b,w,s,s,w,w,p,k,v,d,e
x,t,n,c,b,p,s,s,g,g,p,n,y,d,e
f,t,n,c,b,n,s,s,g,g,p,n,y,d,e
x,t,n,c,b,u,s,s,w,w,p,k,v,d,e
f,t,n,c,b,u,s,s,g,p,p,k,v,d,e
x,t,n,c,b,n,s,s,g,g,p,k,y,d,e
x,t,n,c,b,n,s,s,g,p,p,k,y,d,e
x,t,n,c,b,w,s,s,g,w,p,k,v,d,e
x,t,n,c,b,u,s,s,w,p,p,n,v,d,e
x,t,n,c,b,n,s,s,g,p,p,k,v,d,e
x,f,f,c,b,h,k,k,b,n,l,h,v,p,p
f,t,n,c,b,u,s,s,g,g,p,n,y,d,e
x,f,f,c,b,p,k,k,b,n,l,h,y,d,p
x,f,c,w,n,g,s,s,w,w,p,k,s,d,p
f,t,n,c,b,u,s,s,p,p,p,n,y,d,e
f,t,n,c,b,u,s,s,g,p,p,n,v,d,e
f,t,n,c,b,p,s,s,w,w,p,k,y,d,e
f,t,n,c,b,p,s,s,g,w,p,k,y,d,e
x,f,f,c,b,h,k,k,p,p,l,h,y,p,p
f,t,n,c,b,w,s,s,w,w,p,n,v,d,e
f,t,n,c,b,u,s,s,p,g,p,k,y,d,e
f,t,n,c,b,u,s,s,p,g,p,n,y,d,e
x,f,c,c,n,p,s,s,w,w,p,n,s,d,p
x,t,n,c,b,u,s,s,p,g,p,n,y,d,e
f,t,n,c,b,u,s,s,w,w,p,k,v,d,e
x,f,f,c,b,g,k,k,p,n,l,h,v,g,p
x,f,f,c,b,g,k,k,p,b,l,h,y,p,p
f,t,n,c,b,p,s,s,g,w,p,n,v,d,e
f,t,n,c,b,n,s,s,g,w,p,k,v,d,e
f,t,n,c,b,w,s,s,p,w,p,k,v,d,e
f,t,n,c,b,w,s,s,w,g,p,k,v,d,e
f,t,n,c,b,w,s,s,g,g,p,n,y,d,e
f,t,n,c,b,u,s,s,g,p,p,n,v,d,e
f,t,n,c,b,w,s,s,g,p,p,n,y,d,e
f,t,n,c,b,p,s,s,g,w,p,k,v,d,e
x,f,c,w,n,u,s,s,w,w,p,k,s,d,p
x,f,f,c,b,g,k,k,n,b,l,h,y,d,p
f,t,n,c,b,p,s,s,w,p,p,n,y,d,e
f,t,n,c,b,w,s,s,g,p,p,k,v,d,e
f,t,n,c,b,w,s,s,g,w,p,k,v,d,e
f,t,n,c,b,w,s,s,w,p,p,n,y,d,e
f,t,n,c,b,u,s,s,g,p,p,k,y,d,e
f,t,n,c,b,w,s,s,p,w,p,n,v,d,e
f,f,f,c,b,h,k,k,b,p,l,h,v,p,p
f,t,n,c,b,w,s,s,g,p,p,n,y,d,e
f,t,n,c,b,p,s,s,p,p,p,n,v,d,e
x,f,c,c,n,p,s,s,w,w,p,n,s,d,p
f,t,n,c,b,p,s,s,g,p,p,k,y,d,e
f,t,n,c,b,p,s,s,w,g,p,k,v,d,e
x,f,f,c,b,p,k,k,b,p,l,h,v,g,p
f,f,f,c,b,p,k,k,p,p,l,h,v,d,p
f,t,n,c,b,u,s,s,p,g,p,k,v,d,e
